TIPOLOGIA,NOME,VIA,CITTA,CAP,PROVINCIA,EMAIL,TELEFONO,FAX,LAT,LONG
Ristorante,Collegigliato Ristorante Toscano,"Via Di Collegigliato, 45",Pistoia,51100,Pistoia,info@hotelvillacappugi.com,0573450666,0573965619,43.946,10.921
Ristorante,Consorzio Vino Chianti,Viale Belfiore 9,Firenze,50144,Firenze,INFO@CONSORZIOVINOCHIANTI.IT,,,,
Ristorante,Corsaro Verde,"Piazza  Xx Settembre, 11",Montecatini Terme,51016,Pistoia,info@corsaroverde.it,0572911650,0572771903,43.882,10.772
Ristorante,Cose Toscane,Via Malasoma 18,Pisa,56121,Pisa,Letizia.Marchetti@cosetoscane.com,,,,
Ristorante,Crazy Trai,P.Zza Mazzini 1,"Compiobbi, Fiesole",50014,Firenze,calopieno@hotmai.com,,,,
Ristorante,Crispis Ristoburger,Via Crispi 10,Arezzo,52100,Arezzo,infocrispis@alice.it,,57522873,43.462,11.88
Ristorante,Croce Del Travaglio,Via Dardano 1,Cortona,52043,Arezzo,lodone@confcommercio.ar.it,,,43.276,11.985
Ristorante,Cuco Cucina Contemporanea,Via Del Melarancio 4/r,Firenze,50123,Firenze,bencini.stefano@libero.it,3475217260,,43.775,11.251
Ristorante,Cyrano Vino E Cucina,"Via Di Gagno, 30",Pisa,56100,Pisa,massimiliano@cyranovinoecucina.it,,,43.732,10.397
Ristorante,Da Andrea,"Via Baldisserra, 3",Cecina,57023,Livorno,,0586620143,,43.297,10.494
Ristorante,Da Andrea,Via Indipendenza 254,"Venturina, Campiglia Marittima",57021,Livorno,,,,43.032,10.599
Ristorante,Da Ghigo,"Pzza Cappellini, 4","Montiano, Magliano In Toscana",58051,Grosseto,ristorantedaghigo@libero.it,,564589643,42.646,11.224
Ristorante,Da Gigi,Piazza Del Carmine 7,Lucca,55100,Lucca,trattoriadagigi@gmail.com,0583467266,,43.844,10.506
Ristorante,Da Giovanni,"Via Cravilla, 50","Groppoli, Mulazzo",54026,Massa Carrara,info@lapinetacravilla.com,0187850220,0187850509,44.313,9.912
Ristorante,Da Giovanni - Cavallino Rosso,"Via Curtatone, 1/3 - Via Pistoiese 26/28",Prato,59100,Prato,cavallinorosso.prato@gmail.com,,0574484294,43.883,11.091
Ristorante,Da Leo Trattoria,Via Tegrimi 1,Lucca,55100,Lucca,,0583492236,,43.844,10.502
Ristorante,Da Mario,"Piazza Della Chiesa, 43",Piancastagnaio,53025,Siena,damariopiancastagnaio@yahoo.it,0577787474,0577787474,42.821,11.731
Ristorante,Da Michele,Strada Massetana 64/66,Siena,53100,Siena,info@ristorantedamichele.it,0577286110,057745970,43.309,11.317
Ristorante,Da Remo,Via Cesare Battisti 57,"Monzone, Fivizzano",54013,Massa Carrara,daremo@e-toscana.com,,0585971128,44.166,10.124
Ristorante,"Da Roberto, Taverna In Montisi",Via Umberto Iﾰ 3,"Montisi, ",53020,Siena,info@tavernamontisi.com,0577845159,06233237708,,
Ristorante,Dal Falco,Pz. D.Alighieri 3,Pienza,53026,Siena,ristorantedalfalcopienza@hotmail.it,0578748551,057848551,43.078,11.677
Ristorante,Dalla Wilma Bistrot,Pzza Della Vittoria 8,"Castiglioncello, Rosignano Marittimo",57016,Livorno,mattioliwilma@libero.it,0586751013,0586751013,43.405,10.41
Ristorante,Dalle Vigne Wine Loft,"Via Del Torrino, 25","Mercatale, Vinci",50059,Firenze,wineloft@dallevigne.com,0571902675,0571902675,43.743,10.903
Ristorante,Danema S.N.C,Via Risorgimento,Montale,51037,Pistoia,antoniosteccato2@gmail.com,3487838738,,,
Ristorante,Drugstore,"Piazza A.Gramsci, 10 A",Cecina,57023,Livorno,,0586680045,,43.311,10.516
Ristorante,Due Mari Snc Di Grasso E Mariangioli,Ss73,"Bagnaia, Anghiari",52031,Arezzo,barbaramariangioli@live.it,3387817397,,,
Ristorante,Dunadonda,Via Del Balipedio,"Marina Di Vecchiano, Vecchiano",56019,Pisa,info@dunadonda.it,,,,
Ristorante,Dunadonda,Via Del Balipedio,Vecchiano,56019,Pisa,,,050803175,43.83,10.259
Ristorante,Dunadonda,Via Del Balipedio,Vecchiano,56019,Pisa,,,050803175,43.83,10.259
Ristorante,El Caracol,Via Pineta 3,Mulazzo,54026,Massa Carrara,hotel-elcacaracol@libero.it,,,,
Ristorante,Emanuel Bar Ristorante,Localit� Enfola  57037 Portoferraio (li),"Enfola, Portoferraio",57037,Livorno,info@emanuel-ristorante.it,0565939003,0565939003,42.816,10.274
Ristorante,Enjoy Caffe,"Pzza Martiri Della Libert�, 3",Volterra,56048,Pisa,enjoycaffe@hotmail.com,,,,
Ristorante,Eno Ristorante Micheloni,Via Di Sottomonte 7,Capannori,55060,Lucca,info@enoristorantemicheloni.net,0583947036,,43.805,10.532
Ristorante,Enoristorante Casato,"Via Casato Di Sotto, 18/26",Siena,53100,Siena,casato@casato-siena.it,0577222758,0577222758,43.318,11.331
Ristorante,Enoristorante Boccaccio,Via Nuova N. 4,"Caldana, Gavorrano",58023,Grosseto,sandro.signori.boccaccio@gmail.com,3389125902,,42.895,10.927
Ristorante,Enoscarteca,Via Forini 13/15,Montecatini Terme,51016,Pistoia,alessandralazzerini@yahoo.it,,057275839,43.885,10.76
Ristorante,Enosteria Il Bacchino,"Via Ximenes, 5",Massa Marittima,58024,Grosseto,ilbacchino@yahoo.it,0566903546,,43.05,10.889
Ristorante,Enosteria Mangia,"Via F.Ferrucci, 173",Prato,59100,Prato,,0574572917,,43.868,11.111
Ristorante,Enoteca Da Mizio,"Via Dei Macelli, 9",Pistoia,51100,Pistoia,enotecadamizio@alice.it,,057323229,43.939,10.914
Ristorante,Enoteca Il Bacchino,"Via Moncini, 8",Massa Marittima,58024,Grosseto,ilbacchino@yahoo.it,0566940229,,43.051,10.888
Ristorante,Enoteca Leone Di Caprera,Via Giacomelli 16a,Follonica,58022,Grosseto,info@vinidimaremma.it,,,42.921,10.758
Ristorante,Enoteca Bonfanti,Pzza V. Veneto 145,"Larciano, Pistoia",51036,Pistoia,enotecabonfanti2@alice.it,0573838691,0573838691,,
Ristorante,Enoteca Del Castello Di Meleto,Loc. Meleto,"Meleto, Gaiole In Chianti",53013,Siena,katia@castellomeleto.it,0577749129,0577749129,43.449,11.384
Ristorante,Enoteca Della Fortezza,Via Scoscesa,Portoferraio,57037,Livorno,enotecadellafortezza@gmail.com,3358393722,,42.811,10.321
Ristorante,Enoteca Di Via Mozza,"Via Mozza, 6",Piombino,57025,Livorno,info@enotecaviamozza.it,0565225322,,42.946,10.694
Ristorante,Enoteca Gori,"Via Guizzelmi, 20",Prato,,Prato,fabiogori68@virgilio.it,3479153511,,43.883,11.097
Ristorante,Enoteca Il Frantoio,"Via Di Valdibrana, 66","Valdibrana, Pistoia",51030,Pistoia,frantoio@frantoio.eu,0573480040,0573480928,43.944,10.911
Ristorante,Enoteca La Barona,"Piazza Don A.Biondi, 1",Suvereto,57028,Livorno,,0565827101,0565829894,43.079,10.679
Ristorante,Enoteca La Carletta,"Piazza Albegna,11",Grosseto,58100,Grosseto,sante.massini@tiscali.it,0564417742,,42.765,11.12
Ristorante,Enoteca Le Scuderie Del Granduca,"Via Del Garbo, 2",Asciano,,Siena,info@scuderiegranduca.it,0577716095,,43.798,11.245
Ristorante,Enoteca Oliteca Ombrone,"Piazza Dei Giudici, 1",Suvereto,57028,Livorno,ristoranteombrone@virgilio.it,0565829336,0686827342,43.079,10.679
Ristorante,Enoteca Ottava Rima,Via Del Borgo 25,Sorano,58010,Grosseto,info@cantinaottavarima.com,0564633584,,42.731,11.751
Ristorante,Enoteca Pane E Pomodoro,Via Dante 27,Massa,54100,Massa Carrara,Publicsrl@gmail.com,,,,
Ristorante,Enoteca Ristorante Baldo Vino,"Piazza San Lorenzo, 5",Pistoia,51100,Pistoia,info@enotecabaldovino.it,0573215913,,43.936,10.92
Ristorante,Enoteca Ristorante Gallo Nero,"Cesare Battisti, 9",Greve In Chianti,50022,Firenze,info@enoristorantegallonero.it,,558544802,43.583,11.318
Ristorante,Enoteca Ristorante I Lecci,Via Lucardese 74,Montespertoli,50025,Firenze,info@ristoranteilecci.it,0571609670,,,
Ristorante,Enoteca Ristorante Papposileno,"Piazza Anna Frank, 2",Cavriglia,52022,Arezzo,info@papposileno.com,,,,
Ristorante,Enoteca Stuzzicheria Il Cacio Brillo,"P.Zza Signorelli, 6",Cortona,52044,Arezzo,,0575630548,,,
Ristorante,Enoteca Vecchio Frantoio,Via Marconi 28,Casale Marittimo,56040,Pisa,vecchiofrantoio@tiscali.it,0586652147,,43.297,10.615
Ristorante,Enoteca ﾓcasa Del Chiantiﾔ Bonfanti E Niccolai Dal 1942,Via Solferino 11,Montecatini Terme,51016,Pistoia,casadelchianti@alice.it,,057278790,43.882,10.772
Ristorante,Enotria Ristorante & Enoteca,"Via Delle Porte Nuove, 50",Firenze,50144,Firenze,enotria@enotriawine.it,,,43.781,11.238
Ristorante,Erasmo,Via Nazionale 1782,"Ponte A Moriano, Lucca",55100,Lucca,ristoranteerasmo@alice.it,0583406362,,43.927,10.517
Ristorante,Eremo Del Gusto,"Via Per Gelli, 35/37","Petrognano, Capannori",55012,Lucca,info@eremodelgusto.com,0583978012,05835839729,,
Ristorante,Escallegra,Piazza Del Popolo 24,Empoli,50055,Firenze,serena.giuntini@giuntinisegnaletica.it,,,,
Ristorante,Falciani Gianfranco,"Via Medaglie D'oro, 20/bc",Prato,,Prato,,0574465717,,43.894,11.096
Ristorante,Feri Alessandro Di Feri Angelo,"Corso Masini, 7",Castel Del Piano,58033,Grosseto,,0564955389,,42.944,11.471
Ristorante,Fiaschetteria La Pace,"Via Castel Cellesi, 1/a",Pistoia,51100,Pistoia,emanuelebugiani@hotmail.com,,,43.932,10.916
Ristorante,Filippo,Via Stagi 22,Pietrasanta,55045,Lucca,info@ristorantefilippo.com,,,43.957,10.231
Ristorante,Fiore,Via Pisana 44,"Collemezzano, Cecina",57023,Livorno,,0586661692,,43.331,10.506
Ristorante,Flamingo Coffee Restaurant,Via Carlo Pisacane Nﾰ 176,Viareggio,,Lucca,,,058454513,,
Ristorante,Fonte Gaia,Piazza Del Campo 21/23,Siena,53100,Siena,info@ristorantefontegaia.it,0577281628,0577281628,43.318,11.332
Ristorante,Forassiepi,Via Della Contea 1,Montecarlo,55015,Lucca,,0583229475,,43.851,10.669
Ristorante,Fori Porta,Via Claudio Tolomei 1,"Valli, Siena",53100,Siena,info@foriportasiena.it,0577222100,0577222100,43.234,11.572
Ristorante,Fornaretto,Via Castagnara 187,"Romagnano, Massa",54100,Massa Carrara,info@ilfornaretto.net,0585831536,,44.044,10.119
Ristorante,Fosso Bandito,Via Fosso Macinante 2,Firenze,50144,Firenze,info@fossobandito.com,,,43.777,11.235
Ristorante,Fratelli Catarsi,"Via Per Rosignano, 38",Rosignano Marittimo,57016,Livorno,,0586787000,,43.371,10.463
Ristorante,Fufluns,Via Ghibellina 3,Cortona,52043,Arezzo,info@fuflunssnc.it,,,43.275,11.984
Ristorante,Garbati Luciana,"Via Stazzama, 29","Mulina, Stazzema",55040,Lucca,,0584777885,,,
Ristorante,Garibaldi Srl,"P.Zza Del Mercato Centrale, 38",Firenze,,Firenze,info@garibaldi.it,,0552399107,43.776,11.254
Ristorante,Gelateria Artigianale Il Masgalano,Via Della Sapienza 47,Siena,53100,Siena,gelateriailmasgalano@virgilio.it,3471439919,,,
Ristorante,Giglio,"Piazza Del Giglio, 2",Lucca,55100,Lucca,info@ristorantegiglio.com,0583494058,0583496827,43.84,10.504
Ristorante,Giglio Rosso,Via Panzani 35 R,Firenze,50123,Firenze,info@ristorantegigliorosso.com,,055283739,43.774,11.251
Ristorante,Gilda Bistrot,Piazza Ghiberti,Firenze,50122,Firenze,info@gildabistrot.it,,552343885,43.77,11.267
Ristorante,Gino Paranza,Via Leonardo Da Vinci 17,Cecina,57023,Livorno,francescoanna688@gmail.com,3348553571,,43.313,10.516
Ristorante,Giorgio Nocciolini Catering Per Eventi E Banqueting,Lo. Pratini Suvereto,Suvereto,0,Livorno,giorgio.nocciolini@indal2000.it,3391680262,,43.051,10.666
Ristorante,Giovanni Da Verrazzano,Piazza Matteotti 28,Greve In Chianti,50022,Firenze,info@albergoverrazzano.it,,55853648,43.582,11.317
Ristorante,Girovita,P.Zza Antelminelli Nﾰ 2,Lucca,,Lucca,galleriavannucci@gmail.com,0583469412,,43.841,10.506
Ristorante,Giubbe Rosse,P.Zza Della Repubblica 13,Firenze,,Firenze,,,055/290052,,
Ristorante,Gli Attortellati,"Strada Provinciale Trappola, 39",Grosseto,58100,Grosseto,gliattortellati@gmail.com,0564400059,0564400059,42.728,11.094
Ristorante,Gli Orti Di Via Elisa,"Via Elisa, 17",Lucca,55100,Lucca,info@ristorantegliorti.it,0583491241,0583491241,43.843,10.511
Ristorante,Gran Caffe Ristorante Il Miraggio,Via Valdera P. 87,Ponsacco,56038,Pisa,info@ristoranteilmiraggio.it,,,,
Ristorante,Gran Caffe Ristorante Margherita,"Via Regina Margherita, 30",Viareggio,55049,Lucca,,0584581143,,43.867,10.243
Ristorante,Guido 1935,Paizza Del Popolo 15,Castagneto Carducci,57022,Livorno,enotecaguido@gmail.com,,,43.16,10.608
Ristorante,Hannibal Ristomacelleria,Via Cavour Nr 1,Castagneto Carducci,57022,Livorno,nikkon69@hotmail.it,,,,
Ristorante,Hostaria Antica Il Feudo Del Vicario,"Via Garibaldi, 33",Anghiari,52031,Arezzo,,0575789160,,43.541,12.056
Ristorante,Hostaria Del Ceccottino,"Piazza San Gregorio Vii, 64",Pitigliano,58017,Grosseto,info@ceccottino.com,0564614069,,42.634,11.666
Ristorante,Hostaria Il Buco,"Via Della Pace, 39",Chianciano Terme,53042,Siena,,,0578320903,43.058,11.828
Ristorante,Hostaria Il Buco,Via Della Pace 39,Chianciano Terme,53042,Siena,ristoranteilbuco@hotmail.it,,,43.057,11.831
Ristorante,Hostaria Il Desco,Via Delle Terme 23/r,Firenze,,Firenze,hostariaildesco@yahoo.it,,055/294882,43.77,11.252
Ristorante,Hostaria Il Rialto,,Siena,53100,Siena,info@hostariarialto.it,0577236580,0577236580,43.325,11.331
Ristorante,Hostaria Il Rialto,"Via Del Rialto, 4",Siena,53100,Siena,info@hostariarialto.it,0577236580,0577236580,43.318,11.334
Ristorante,Hostaria Molino Del Grillo,,"Colonna Del Grillo, Castelnuovo Berardenga",53019,Siena,,0577353000,0577353050,43.348,11.504
Ristorante,Hostaria Oca Nera,"Via Di Mezzo, 17","Istia D'ombrone, Grosseto",58100,Grosseto,michelerusso75@libero.it,0564406025,,42.783,11.192
Ristorante,Hostaria Pizzeria La Tufa,Ossaia,"Ossaia, 95, Cortona",52044,Arezzo,info@hosterialatufa.it,0575677717,0575677717,43.234,12.003
Ristorante,Hosteria Al Malandrone,"Via Emilia, 5","Malandrone, Castellina Marittima",56040,Pisa,info@hosteriailmalandrone.it - hosteriailmalandrone@yahoo.it,,050699897,43.388,10.5
Ristorante,Hosteria Da Rosolo,"Corte Campana, 3",Lucca,55100,Lucca,,0583312037,0583051212,43.842,10.502
Ristorante,Hosteria Del Bricco,"Via S. Niccol�, 8/12",Firenze,50126,Firenze,info@osteriadelbricco.it,0552345037,0552345037,43.764,11.264
Ristorante,Hosteria Ikke,Via Puccini 58,Pistoia,51100,Pistoia,ristoranteikke@gmail.com,0573178041,,43.931,10.91
Ristorante,Hosteria La Vecchia Rota,"Piazza Fanfulla, 6",Marciano Della Chiana,52040,Arezzo,info@osterialavecchiarota.it,0575845362,,43.305,11.786
Ristorante,Hotel Helvetia & Bristol E Ristorante Hosteria Bibendum,"Via Dei Pescioni, 2",Firenze,,Firenze,information.hbf@royaldemeure.com,,0552399897,43.772,11.252
Ristorante,Hotel Montemerlo,Via Del Canaletto 240,"Fetovaia, ",57034,Livorno,info@welcometoelba.com,,565988036,42.735,10.149
Ristorante,Hotel Ristorante Belvedere,Via Statale 445 Loc. Passo Dei Carpinelli,"Casone / Carpinelli, Minucciano",55034,Lucca,info@albergo-belvedere.it,0583611066,0583611043,44.171,10.208
Ristorante,Hotel Ristorante Enoteca Hosteria Il Malandrone,Via Emilia  115,"Malandrone, Castellina Marittima",56040,Pisa,hosteriailmalandrone@yahoo.it,,50699897,43.401,10.496
Ristorante,Hotel Ristorante Milano Snc Di Baldaccini R & M,"Via Del Brennero, 8","Socciglia, Borgo A Mozzano",55023,Lucca,hotelmilano@interfree.it,0583889191,0583889180,44.006,10.565
Ristorante,Hotel Ristorante Pizzeria Lombardia&sorgenti,Viale Alessandro Manzoni 9,Montecatini Terme,51016,Pistoia,info@hotellombardiamontecatini.it,,,,
Ristorante,Hotel Ristorante President,"Corso Matteotti, 119",Montecatini Terme,51016,Pistoia,info@presidentmontecatini.it,0572767927,,,
Ristorante,Hotel Toscana Verde,Via Penna 2,Laterina,52020,Arezzo,info@toscanaverde.com,,0575895750,,
Ristorante,I Borghi Gourmet Souvenir,Piazza Leonardo Da Vinci 5,Vinci,50059,Firenze,i.borghi@tiscali.it,3356131899,,43.787,10.926
Ristorante,I Briganti Del Parco,Via Del Bersagliere,"Alberese, Grosseto",58100,Grosseto,ibrigantidelparco@gmail.com,,,42.672,11.101
Ristorante,I Colli,"Via Dei Colli, 1 - Tobbiana",Montale,51037,Pistoia,valerioandreini@live.it,0573596248,0573596248,43.959,11.037
Ristorante,I Macelli Di Martelli E Ondati Lara Snc,Via Per Cerreto,Borgo A Mozzano,55023,Lucca,osteriaimacelli@gmail.com,,,43.984,10.548
Ristorante,I Melograni,Via Dei Cavalleggeri Nord,"Marina Bibbona, Bibbona",57023,Livorno,info@studiociarciaulivieri.it,0586600244,,43.246,10.531
Ristorante,I Salaioli Caffe-bottega-osteria,"Piazza Della Sala, 20/21/22",Pistoia,51100,Pistoia,info@isalaioli.it,,,43.933,10.917
Ristorante,I Sapori Di San Valentino,Via Provinciale Dei Tre Comuni 86,Montescudaio,56040,Pisa,luigisensi@alice.it,,,,
Ristorante,I Tre Archi,"Piazza Garibaldi, 7",Massa Marittima,58024,Grosseto,,0566902274,,43.05,10.888
Ristorante,I Tre Rioni,Via Campotondo 3,"Campiglia D'orcia, Castiglione D'orcia",53023,Siena,mail@itrerioni.com,,5771959960,42.948,11.666
Ristorante,I Tretruschi,Loc Baratti Presso Parco Archeologico Di Baratti,"Baratti, Piombino",57025,Livorno,itretruschi@gmail.com,3454437940,,42.999,10.517
Ristorante,Ib Ibachiacca S.A.S.Ristorante & Birreria,Via Prov.14h Loc. La Torre,"La Torre, Scarperia",50038,Firenze,bachiacca@alice.it,,,,
Ristorante,Iciripasso Trattoria,"C.So Vittorio Emanuele Ii, N.19","Piombino Centro, Piombino",57025,Livorno,sara.cabassi@hotmail.it,,56532883,42.922,10.526
Ristorante,Il 41,Via Stagio Stagi 41,Pietrasanta,55045,Lucca,info@quarantunopietrasanta.com,0584772507,,43.958,10.23
Ristorante,Il 44ﾰ Parallelo,"Via Vecchia Bolognese, 13",Pistoia,51100,Pistoia,info@il44parallelo.com,0573474006,0573474956,44,10.918
Ristorante,Il Ballatoio,Via Del Lastrone 24/26,"Pistoia, ",51100,Pistoia,maty0089@yahoo.it,3383054234,,43.933,10.917
Ristorante,Il Baretto,"Via Farini, 5",Castelnuovo Di Garfagnana,55032,Lucca,ilbaretto@exite.it,0583639136,058362194,44.109,10.409
Ristorante,Il Baretto,"Via Farini, 5",Castelnuovo Di Garfagnana,55032,Lucca,ilbaretto@excite.it,0583639136,,44.109,10.409
Ristorante,Il Barrino,"Via Guido Rossa, 1",Castelfranco Di Sotto,56022,Pisa,barrino@yahoo.it,3473891837,,43.698,10.739
Ristorante,Il Beccofino,Via Litoranea 77,Follonica,58022,Grosseto,ilbeccofinosnc@libero.it,,,42.927,10.748
Ristorante,Il Boccondivino,"Corso Vittorio Emanuele Ii, 7",Piombino,57025,Livorno,ilboccondivino.piombino@gmail.com,0565225114,0565225114,42.922,10.527
Ristorante,Il Bolognese Da Sauro,Via Dei Cavalleggeri Nord 38,Bibbona,57020,Livorno,,0586600205,,43.246,10.531
Ristorante,Il Boschetto Bar Pizzeria 100 Tipi Di Pizza,Via Il Cerro 120/c,Caprese Michelangelo,52033,Arezzo,barpizzeriailboschetto@virgilio.it,,,43.641,11.987
Ristorante,Il Braciere,Loc. Valle Dei Baccetti Nﾰ 6,"Cavo, Rio Marina",57038,Livorno,guerrinisergio@tiscali.it,3277808075,,,
Ristorante,Il Buongustaio,Via Bruceto 145,Massa E Cozzile,51010,Pistoia,debode71@yahoo.it,,,,
Ristorante,Il Buscaiol,Via Genova 6,Carrara,0,Massa Carrara,,0585634138,,44.038,10.04
Ristorante,Il Cacciucco 2010,Piazza Cavour 10,"Marina Di Campo, ",57034,Livorno,reginavittoria@alice.it,,,42.743,10.236
Ristorante,Il Camino,Viale Baccarini 38,Marradi,50034,Firenze,info@stradadelmarrone.it,,,,
Ristorante,Il Campano,"Via Cavalca, 19",Pisa,56126,Pisa,info@ilcampano.com,,503137892,43.717,10.401
Ristorante,Il Campigiano,"Via Guido Guinizelli, 17",Campi Bisenzio,50013,Firenze,info@ilcampigiano.it,0558979432,,43.824,11.125
Ristorante,Il Cantuccio,Via Piave,Empoli,50053,Firenze,ilcantuccioempoli@alice.it,,,,
Ristorante,Il Capriccio,"Via Borgo Giannotti, 320",Lucca,55100,Lucca,,0583342022,,43.852,10.507
Ristorante,Il Capriolo,"Via Roma, 306","Grignano, Prato",59100,Prato,info@ristorantecapriolo.it,0574182532,05741825326,43.862,11.083
Ristorante,Il Caratello Sas,"Via Grevigiana, 21",,,Firenze,caratello@caratello.com,,055820682,,
Ristorante,Il Caratello Wine Bar- Wine Shop-restaurant,Via Roma  184,Tavarnelle Val Di Pesa,50028,Firenze,info@ilcaratello.biz,,558059501,43.561,11.173
Ristorante,Il Carbonile - Pizza Lounge Restaurant,Piazza Del Carmine 6/b,Pistoia,51100,Pistoia,,,,43.936,10.916
Ristorante,Il Cardellino,Via Della Pineta,Livorno,57014,Livorno,pippo@pippo.it,0586753618,,43.283,10.512
Ristorante,Il Cardellino,Via Della Pineta 16,"Castiglioncello, Rosignano Marittimo",57016,Livorno,info@ilcardellino.net,0586753618,,43.403,10.414
Ristorante,Il Casale Mancini,"Via Della Torre, 41","Vada, Rosignano Marittimo",57016,Livorno,info@casalemancini.it,0039058678,00390586789028,43.483,10.442
Ristorante,Il Celliere,"Via Del Castello, 2","Castagnoli, Gaiole In Chianti",53013,Siena,ilcelliere@gmail.com,0577731921,,43.439,11.59
Ristorante,Il Chicco Magico,Strada Dello Sbirro 90(roselle),"Roselle, Grosseto",58100,Grosseto,,0564402542,,42.826,11.137
Ristorante,Il Chiesino,Via Salvo D'acquisto 38i,Pontedera,56025,Pisa,info@ilchiesino.it,3462458227,,43.673,10.615
Ristorante,Il Ciule,Via Pascoli 1,Castelnuovo Di Garfagnana,55032,Lucca,,0583649879,,44.104,10.406
Ristorante,Il Cochino,"Via F.Lli Masini, 15",Montale,51037,Pistoia,ilcochino@yahoo.it,,573557631,43.935,11.018
Ristorante,Il Convito Di Curina,S.P. 62 N. 24 Loc. Curina,"Loc. Curina, Castelnuovo Berardenga",,Siena,,0577355647,0577355610,43.346,11.466
Ristorante,Il Coriandolo,Via Aurelia Nord N. 129,Viareggio,55049,Lucca,immo.pasquali@iscali.it,,,,
Ristorante,Il Covo,"Srada Statale 146 Per Chianciano, 1/3",Montepulciano,53045,Siena,info@ristoranteilcovo.net,0578757228,,43.086,11.777
Ristorante,Il Decanter,"Via F. Carlesi, 23",Prato,59100,Prato,,0574475476,057439490,43.905,11.09
Ristorante,Il Delfino,Via Delle Gorette,"Le Gorette, Cecina",57023,Livorno,info@bagniildelfino.it,0586623215,,43.312,10.476
Ristorante,Il Falconiere,Cs San Martino 370,"San Martini, Cortona",52044,Arezzo,info@ilfalconiere.it,0575612616,0575612616,43.275,11.985
Ristorante,Il Falconiere,"Loc. San Martino,370",Cortona,52044,Arezzo,ristorante@ilfalconiere.it,0575612679,0575612927,43.282,11.972
Ristorante,Il Fatty,"Via Ghirlanda, 9","Centro Storico, Massa",54100,Massa Carrara,badiali.ale@hotmail.it,,,44.036,10.142
Ristorante,Il Forte,Via Del Forte San Pietro 30,Livorno,57123,Livorno,l.fiordi@tin.it,3384539246,,43.555,10.307
Ristorante,Il Gambero Blu,"Via Litoranea, N. 18","Marina Di Pisa, Pisa",56128,Pisa,ilgamberoblu@fastwebnet.it,,,,
